Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,floor_number,total_floor,Area Locality Encoded
2022-06-30,1,5300,650,1 out of 1,1,Sodepur,4,2,1,1,2,1.0,1.0,1884
2022-06-24,1,5000,450,2 out of 3,1,Liluah,4,2,0,1,2,2.0,3.0,1106
2022-06-11,2,8500,800,Ground out of 2,2,Near DumDum Metro,4,2,1,2,2,0.0,2.0,1365
2022-06-19,2,22000,1000,Ground out of 3,1,"Sukanta Nagar, New Barrakpur",4,1,1,2,2,0.0,3.0,1919
2022-06-19,1,7000,1000,Ground out of 3,2,"Kumarpara, Narendrapur",4,2,1,1,2,0.0,3.0,1059
2022-06-25,2,25000,1400,5 out of 5,1,Salt Lake City,4,0,0,3,0,5.0,5.0,1758
2022-06-11,1,7000,600,1 out of 4,1,Barrackpore,4,1,0,1,2,1.0,4.0,239
2022-06-13,1,15000,723,Ground out of 3,1,Narendrapur,4,0,2,1,2,0.0,3.0,1355
2022-06-19,0,6000,320,Ground out of 2,1,Sahid Nagar,4,2,1,1,2,0.0,2.0,1737
2022-06-17,1,8000,900,Ground out of 3,2,Belghoria,4,1,1,1,2,0.0,3.0,265
2022-05-27,2,40000,1400,Ground out of 2,1,Salt Lake City Sector 2,4,0,1,2,0,0.0,2.0,1760
2022-06-24,0,6000,2160,1 out of 2,2,Kasba,4,1,0,1,2,1.0,2.0,964
2022-06-22,1,15000,650,Ground out of 2,1,kasba bosepukur,4,1,1,1,2,0.0,2.0,2199
2022-06-16,1,6500,800,1 out of 1,2,Kanchrapara,4,1,1,1,2,1.0,1.0,945
2022-06-08,2,8000,800,2 out of 3,2,Bansdroni,4,1,1,1,2,2.0,3.0,231
2022-05-05,0,5500,500,Ground out of 2,1,"Garia Station, Garia",4,2,1,1,2,0.0,2.0,613
2022-06-28,2,9000,1700,1 out of 2,2,Panchanantala Road,4,1,1,2,2,1.0,2.0,1483
2022-04-27,0,6000,130,Ground out of 2,1,Bow Bazar,4,1,1,1,2,0.0,2.0,331
2022-05-14,0,15000,505,Ground out of 3,2,Kasba,4,0,1,1,2,0.0,3.0,964
2022-07-04,3,30000,4000,Ground out of 3,2,"Sakher Bazar, Purba Barisha",4,0,1,3,0,0.0,3.0,1751
2022-05-22,2,30000,1250,Ground out of 2,2,New Alipore,4,2,1,2,2,0.0,2.0,1381
2022-06-15,0,5000,700,Ground out of 2,1,My Own House,4,2,1,1,2,0.0,2.0,1305
2022-06-12,1,15000,900,Ground out of 1,2,"Park Circus, Ballygunge",4,2,0,1,2,0.0,1.0,1494
2022-06-26,0,6500,650,1 out of 1,2,Joka,4,1,1,1,2,1.0,1.0,860
2022-06-29,1,4500,750,Ground out of 1,2,Azadgarh,4,0,1,1,2,0.0,1.0,175
2022-05-07,1,7000,450,Ground out of 3,1,Mandirtala,4,2,1,1,2,0.0,3.0,1208
2022-06-25,0,6500,350,1 out of 2,1,Dhakuria,4,1,1,1,2,1.0,2.0,483
2022-06-12,0,17500,480,1 out of 2,1,Rabindra Sarovar Metro,4,0,0,2,2,1.0,2.0,1600
2022-06-18,1,10000,900,Ground out of 3,2,Garia,4,2,1,1,2,0.0,3.0,611
2022-05-24,0,1500,200,Ground out of 2,2,Santoshpur,4,1,1,1,2,0.0,2.0,1780
2022-06-06,2,25000,1100,2 out of 3,2,"Regent Estate, Bijoygarh",4,2,1,3,2,2.0,3.0,1673
2022-04-28,1,12000,800,1 out of 2,1,Kasba,4,2,1,1,2,1.0,2.0,964
2022-06-05,2,7500,1000,Ground out of 2,1,south station pally dankuni,4,0,1,2,2,0.0,2.0,2223
2022-06-11,0,7000,800,1 out of 2,1,Kumargali,4,2,1,1,2,1.0,2.0,1058
2022-06-29,0,3500,200,Upper Basement out of 4,2,Baguihati,4,1,1,1,2,0.0,4.0,198
2022-06-26,2,10000,1190,1 out of 2,1,Sarsuna,4,2,1,2,2,1.0,2.0,1795
2022-05-17,1,14000,900,Ground out of 2,1,Salt Lake City,4,2,0,2,0,0.0,2.0,1758
2022-05-28,1,15000,1500,Ground out of 2,2,Garia,4,2,1,2,2,0.0,2.0,611
2022-05-15,1,6500,600,2 out of 3,2,Thakurpukur,4,2,1,1,2,2.0,3.0,1975
2022-05-14,2,10000,800,Ground out of 4,2,Brahmapur,4,2,1,1,2,0.0,4.0,333
2022-05-09,1,10500,800,1 out of 2,1,Santoshpur,4,2,2,2,2,1.0,2.0,1780
2022-06-11,2,10000,900,Ground out of 3,1,Garia,4,1,1,2,2,0.0,3.0,611
2022-04-24,0,5000,350,Ground out of 3,1,Purba Barisha,4,1,1,1,2,0.0,3.0,1576
2022-06-29,1,9000,800,Ground out of 2,1,Sodepur,4,2,1,1,2,0.0,2.0,1884
2022-06-23,1,20000,1600,Ground out of 3,1,Jadavpur University,4,2,0,2,2,0.0,3.0,818
2022-05-12,2,35000,1012,2 out of 3,1,Salt Lake City Sector 1,4,1,1,2,2,2.0,3.0,1759
2022-04-29,2,15000,1200,Ground out of 2,1,"Pathak Para, Behala",4,2,0,2,2,0.0,2.0,1508
2022-04-23,1,20000,700,1 out of 2,2,Salt Lake City Sector 1,4,0,1,1,2,1.0,2.0,1759
2022-05-09,1,12000,1000,1 out of 3,2,Behala,4,1,1,1,2,1.0,3.0,260
2022-06-30,1,8000,800,Ground out of 3,1,Thakurpukur,4,2,0,1,2,0.0,3.0,1975
2022-05-05,0,3000,500,Ground out of 1,2,Hatiara,4,1,1,1,2,0.0,1.0,703
2022-05-20,2,20000,1200,Ground out of 1,1,"Haridevpur, Paschim Putiary",4,1,0,2,2,0.0,1.0,698
2022-06-10,0,9000,450,Ground out of 2,1,Salt Lake City Sector 2,4,2,0,1,0,0.0,2.0,1760
2022-06-25,2,13000,950,Ground out of 2,1,"Rabindrapally, Garia",4,2,1,2,2,0.0,2.0,1602
2022-06-30,0,7000,350,Ground out of 2,1,Salt Lake City Sector 5,4,2,1,1,0,0.0,2.0,1762
2022-06-03,0,9000,450,Ground out of 3,1,Salt Lake City Sector 5,4,2,1,1,0,0.0,3.0,1762
2022-05-03,0,9000,550,Ground out of 2,1,"Bangur Avenue, Lake Town",4,1,0,1,2,0.0,2.0,227
2022-05-19,1,10000,300,Ground out of 1,1,Keshtopur,4,2,0,1,2,0.0,1.0,991
2022-05-09,2,15000,1250,Ground out of 3,2,"Sakher Bazar, Purba Barisha",4,1,1,2,2,0.0,3.0,1751
2022-06-22,1,7000,700,2 out of 3,2,Garia,4,2,1,1,2,2.0,3.0,611
2022-05-31,2,8000,812,Ground out of 3,2,Hooghly,4,2,1,2,2,0.0,3.0,743
2022-06-21,1,8000,550,Ground out of 2,2,"Kalabagan, Tollygunge",4,2,1,1,2,0.0,2.0,908
2022-06-22,0,5000,500,Ground out of 1,2,Rishra,4,1,1,1,2,0.0,1.0,1678
2022-06-23,0,14000,320,1 out of 2,1,"Action Area 3, Rajarhat Newtown",4,0,0,1,2,1.0,2.0,30
2022-05-05,1,5000,600,Ground out of 2,2,"Anandapuri, Barrackpore",4,2,1,1,2,0.0,2.0,108
2022-06-01,1,5000,420,Ground out of 2,1,Barasat,4,2,0,1,2,0.0,2.0,237
2022-06-29,2,12000,1100,Ground out of 2,2,Rabindrapally Kestopur,4,2,0,1,2,0.0,2.0,1601
2022-06-29,0,3200,220,3 out of 4,2,Sodepur,4,2,1,1,2,3.0,4.0,1884
2022-06-10,1,8500,700,Ground out of 2,1,Nungi More,4,1,1,2,2,0.0,2.0,1419
2022-06-06,2,16000,1200,Ground out of 2,1,"Baishnabghata, Garia",4,2,1,2,0,0.0,2.0,202
2022-05-23,1,14000,800,Ground out of 3,1,Santoshpur - EM Bypass,4,2,1,2,2,0.0,3.0,1781
2022-06-16,0,8000,300,Ground out of 1,1,Bansdroni,4,0,0,1,0,0.0,1.0,231
2022-05-26,1,7000,650,Ground out of 2,1,Baruipur,4,2,1,1,2,0.0,2.0,240
2022-05-30,0,8000,600,1 out of 2,2,Garia,4,0,1,1,2,1.0,2.0,611
2022-06-08,0,3000,350,Ground out of 3,2,Belghoria,4,2,1,1,2,0.0,3.0,265
2022-06-14,0,3800,500,1 out of 3,1,Nalta,4,2,0,1,2,1.0,3.0,1339
2022-06-10,0,6500,400,1 out of 1,2,"Vivek Nagar, Garfa",4,2,1,1,2,1.0,1.0,2126
2022-05-04,2,20000,1750,Ground out of 3,2,Kalindi,4,1,1,3,2,0.0,3.0,913
2022-05-04,2,30000,1600,3 out of 3,2,Ballygunge,4,2,1,2,2,3.0,3.0,213
2022-06-13,0,8000,300,Ground out of 2,1,Salt Lake City Sector 5,4,1,1,1,0,0.0,2.0,1762
2022-06-25,1,14000,1100,1 out of 3,2,"Survey park, Santoshpur, kolkata",4,1,1,2,2,1.0,3.0,1939
2022-06-22,1,7200,830,Ground out of 3,2,Sodepur,4,2,1,1,2,0.0,3.0,1884
2022-05-20,1,7000,600,Ground out of 2,1,2 BHK,4,1,1,2,2,0.0,2.0,5
2022-06-01,0,7000,500,1 out of 2,2,Baranagar,4,2,0,2,2,1.0,2.0,236
2022-06-29,1,7500,900,1 out of 2,1,Dum Dum Cantonment,4,2,1,1,2,1.0,2.0,523
2022-06-30,1,8500,1250,Ground out of 1,1,Barasat,4,2,2,2,2,0.0,1.0,237
2022-06-03,1,12000,700,Ground out of 2,1,Salt Lake City Sector 2,4,2,0,1,0,0.0,2.0,1760
2022-06-22,0,8500,850,Ground out of 1,1,Dakshineswar,4,2,0,2,2,0.0,1.0,458
2022-06-29,1,9500,550,Ground out of 1,1,"Garia Station, Garia",4,2,1,1,2,0.0,1.0,613
2022-06-30,1,7500,550,Ground out of 1,1,"New Garia Metro, New Garia",4,0,1,2,2,0.0,1.0,1389
2022-06-15,1,12000,1200,Ground out of 1,2,Hati Bagan - Bansdroni,4,2,1,1,2,0.0,1.0,702
2022-06-15,2,20000,1100,Ground out of 1,1,Salt Lake City Sector 2,4,2,0,2,0,0.0,1.0,1760
2022-06-29,1,8500,650,Ground out of 1,2,Howrah,4,1,1,1,2,0.0,1.0,755
2022-06-15,2,20000,1050,Ground out of 1,1,Salt Lake City Sector 2,4,2,0,2,0,0.0,1.0,1760
2022-05-20,1,6000,960,Ground out of 2,2,Dum Dum,4,1,1,2,2,0.0,2.0,522
2022-05-30,1,5500,650,1 out of 1,1,Joka,4,2,1,2,2,1.0,1.0,860
2022-05-21,0,7000,550,Ground out of 2,2,Kasba,4,1,1,1,2,0.0,2.0,964
2022-05-21,1,7000,500,Ground out of 1,2,Dum Dum Metro,4,1,1,2,2,0.0,1.0,525
2022-04-25,0,6500,450,3 out of 4,2,"Baishnabghata Patuli Township, Patuli",4,2,2,1,2,3.0,4.0,200
2022-06-29,1,10000,850,1 out of 2,2,Agarpara,4,2,0,2,2,1.0,2.0,45
2022-07-01,0,5200,300,Ground out of 3,1,Dum Dum,4,2,1,1,0,0.0,3.0,522
2022-04-25,1,13000,1000,1 out of 2,1,"N.S.C Bose Road (Near Ushagate), New Alipore",4,1,1,3,2,1.0,2.0,1311
2022-05-24,1,7000,500,1 out of 3,1,Garia,4,2,1,1,2,1.0,3.0,611
2022-05-12,1,12000,756,Ground out of 3,1,Dashadron Newtown Rajarhat,4,1,1,1,2,0.0,3.0,463
2022-04-23,0,15000,1000,2 out of 3,2,Barrackpore,4,2,1,1,2,2.0,3.0,239
2022-05-05,0,5000,150,1 out of 2,1,Anandapur,4,2,1,1,2,1.0,2.0,107
2022-05-14,0,8000,800,Ground out of 2,1,New town near ecopark .,4,2,0,1,2,0.0,2.0,1402
2022-06-21,1,8000,700,2 out of 3,2,"Gandhi Colony, Netaji Nagar",4,2,0,2,0,2.0,3.0,597
2022-06-17,0,5000,420,3 out of 3,2,Em Bypass South East,4,2,0,1,2,3.0,3.0,562
2022-06-21,1,10000,800,Ground out of 1,2,"Gandhi Colony, Netaji Nagar",4,2,0,1,0,0.0,1.0,597
2022-06-24,1,12000,288,2 out of 3,1,Kasba,4,2,0,1,2,2.0,3.0,964
2022-06-11,1,8000,900,Ground out of 1,2,"Teghoria, Baguiati",4,2,1,2,2,0.0,1.0,1969
2022-07-03,1,21000,850,1 out of 1,1,Salt Lake City Sector 2,4,2,0,2,0,1.0,1.0,1760
2022-06-07,0,5000,350,1 out of 1,1,Thakurpukur,4,2,0,1,2,1.0,1.0,1975
2022-04-27,1,9000,600,Ground out of 2,2,Baghajatin,4,2,1,1,2,0.0,2.0,196
2022-06-26,1,8000,1600,Ground out of 2,1,Kalyani,4,1,0,1,2,0.0,2.0,922
2022-06-11,1,7000,986,2 out of 3,1,Pranthik Society Library Road Bhadreswar,4,2,0,1,2,2.0,3.0,1553
2022-07-03,2,35000,1330,1 out of 3,1,Salt Lake City Sector 2,4,2,0,2,0,1.0,3.0,1760
2022-05-14,2,15000,1300,Ground out of 3,2,Lake Town,4,1,1,2,2,0.0,3.0,1089
2022-05-22,1,6200,800,Ground out of 2,1,Kestopur,4,2,0,1,2,0.0,2.0,992
2022-05-26,1,9900,800,1 out of 4,1,Bijoygarh,4,2,1,1,2,1.0,4.0,305
2022-07-03,1,7000,850,Ground out of 3,2,Baranagar,4,2,0,1,2,0.0,3.0,236
2022-05-10,0,5000,322,1 out of 3,1,Dum Dum Metro,4,2,1,1,0,1.0,3.0,525
2022-06-19,1,6500,800,Ground out of 2,1,Agarpara,4,0,1,1,2,0.0,2.0,45
2022-07-03,3,40000,1500,Ground out of 2,1,Salt Lake City Sector 1,4,2,0,2,0,0.0,2.0,1759
2022-06-08,2,40000,3500,1 out of 2,2,Salt Lake City,4,1,1,2,2,1.0,2.0,1758
2022-06-26,1,12000,957,1 out of 2,1,Dasnagar,4,0,0,2,2,1.0,2.0,465
2022-05-18,0,6500,850,1 out of 3,1,Baksara,4,2,0,1,2,1.0,3.0,204
2022-06-23,1,10000,900,Ground out of 2,1,Birati,4,2,0,2,2,0.0,2.0,312
2022-06-29,1,15000,600,Ground out of 2,2,Agarpara,4,1,1,1,2,0.0,2.0,45
2022-05-09,0,5000,350,Ground out of 5,1,Agarpara,4,1,1,1,2,0.0,5.0,45
2022-06-18,1,7000,800,Ground out of 2,2,Thakurpukur,4,2,1,1,2,0.0,2.0,1975
2022-05-31,1,6000,320,1 out of 2,1,"Baishnabghata Patuli, Patuli",4,2,1,1,2,1.0,2.0,201
2022-04-29,2,15000,800,Ground out of 4,1,Jyangra,4,2,1,1,2,0.0,4.0,873
2022-07-03,1,10000,700,1 out of 1,1,Baghajatin,4,1,0,2,2,1.0,1.0,196
2022-07-04,1,22000,1200,1 out of 2,2,Salt Lake City Sector 1,4,1,1,2,0,1.0,2.0,1759
2022-05-23,1,8500,750,1 out of 2,1,Ramchandrapur north,4,1,1,1,2,1.0,2.0,1652
2022-07-04,2,35000,1200,Ground out of 3,2,Salt Lake City Sector 1,4,1,1,3,0,0.0,3.0,1759
2022-06-12,1,7000,450,Ground out of 4,1,"Gandhi Colony, Netaji Nagar",4,2,1,1,2,0.0,4.0,597
2022-06-26,2,8500,1430,Ground out of 2,2,Baguihati,4,1,1,1,2,0.0,2.0,198
2022-05-09,1,6000,450,1 out of 3,2,Dum Dum Metro,4,2,1,1,0,1.0,3.0,525
2022-06-28,3,35000,800,Ground out of 1,2,Behala,4,1,1,3,2,0.0,1.0,260
2022-06-03,0,6000,400,1 out of 2,2,Thakurpukur,4,2,1,1,2,1.0,2.0,1975
2022-04-23,1,8000,650,1 out of 2,2,"Garia Station, Garia",4,2,1,1,2,1.0,2.0,613
2022-06-07,0,5000,450,1 out of 2,1,"Fartabad, Garia",4,2,1,1,2,1.0,2.0,574
2022-05-24,1,6000,600,Ground out of 4,2,Belgharia,4,2,1,1,2,0.0,4.0,263
2022-06-10,2,15000,1200,1 out of 3,1,Lake Town,4,2,2,2,2,1.0,3.0,1089
2022-05-13,1,9000,700,3 out of 3,1,Baguiati,4,2,0,1,2,3.0,3.0,197
2022-05-13,0,5000,300,Ground out of 1,1,Barrackpore,4,2,0,1,0,0.0,1.0,239
2022-05-26,2,8000,1200,1 out of 4,2,"Ramkrishna Pally, Kaikhali",4,2,1,3,2,1.0,4.0,1655
2022-07-03,2,35000,1300,Ground out of 1,1,Salt Lake City Sector 2,4,2,0,2,0,0.0,1.0,1760
2022-06-27,0,5500,400,Ground out of 1,2,"Shyam Villa V, Dum Dum",4,2,1,1,0,0.0,1.0,1856
2022-07-03,2,35000,1320,Ground out of 2,1,Salt Lake City Sector 1,4,2,0,2,0,0.0,2.0,1759
2022-04-24,1,11000,1000,Ground out of 1,2,"Anandapuri, Barrackpore",4,0,1,2,2,0.0,1.0,108
2022-04-28,1,10000,700,1 out of 2,1,"Sarat Ghosh Garden, Dhakuria",4,2,0,1,2,1.0,2.0,1787
2022-05-10,1,6500,800,Ground out of 2,1,locality,4,2,1,2,2,0.0,2.0,2202
2022-06-08,1,6000,900,Ground out of 3,2,Baguiati,4,0,1,1,2,0.0,3.0,197
2022-04-23,2,36125,1700,Ground out of 2,2,Salt Lake City,4,2,1,2,2,0.0,2.0,1758
2022-06-28,1,6800,600,Ground out of 2,1,Purba Putiary,4,2,0,1,2,0.0,2.0,1577
2022-06-20,1,8500,850,1 out of 2,1,Barasat,4,2,2,2,2,1.0,2.0,237
2022-05-22,1,5000,550,1 out of 3,1,Birati,4,2,0,1,2,1.0,3.0,312
2022-06-30,0,6500,650,Ground out of 2,1,"Garia Station, Garia",4,0,1,1,2,0.0,2.0,613
2022-04-23,0,6500,800,Ground out of 1,1,Santragachi,4,2,1,1,2,0.0,1.0,1782
2022-05-31,1,4500,475,Ground out of 2,2,Birati,4,2,1,1,2,0.0,2.0,312
2022-06-19,0,6000,200,Ground out of 1,1,Salt Lake City Sector 5,4,2,1,1,0,0.0,1.0,1762
2022-06-03,0,10000,400,Ground out of 2,1,Salt Lake City Sector 5,4,2,1,1,0,0.0,2.0,1762
2022-05-18,0,12000,500,Ground out of 2,2,"Madurdaha, Hussainpur",4,0,1,1,0,0.0,2.0,1155
2022-06-19,1,12000,550,2 out of 3,1,Salt Lake City Sector 5,4,2,1,1,0,2.0,3.0,1762
2022-05-31,1,12000,800,1 out of 2,2,Dum Dum,4,2,1,1,2,1.0,2.0,522
2022-05-22,1,9000,1000,2 out of 3,2,Airport Area Behala,4,0,1,2,2,2.0,3.0,52
2022-06-23,0,5000,400,Ground out of 5,1,Sonarpur,4,1,0,1,2,0.0,5.0,1887
2022-06-15,0,6000,300,1 out of 2,1,"Picnic Garden, E M Bypass",4,2,1,1,0,1.0,2.0,1528
2022-06-03,1,5500,450,1 out of 1,1,Bisharpara,4,2,1,1,2,1.0,1.0,314
2022-06-03,1,5500,450,1 out of 2,1,Bisharpara,4,2,1,1,2,1.0,2.0,314
2022-05-08,1,8500,1100,Ground out of 1,1,Nayabad,4,2,1,2,2,0.0,1.0,1364
2022-05-25,0,5000,450,2 out of 2,2,"Ananda Pally, Jadavpur",4,2,1,1,2,2.0,2.0,105
2022-07-04,1,23000,1100,Ground out of 2,1,Salt Lake City Sector 2,4,2,0,2,2,0.0,2.0,1760
2022-06-14,1,5500,650,2 out of 2,1,Behala,4,2,1,1,2,2.0,2.0,260
2022-06-03,1,8500,780,Ground out of 2,1,Airport Area,4,2,0,1,2,0.0,2.0,51
2022-04-29,2,22000,1100,Ground out of 2,2,Salt Lake City Sector 2,4,1,1,2,2,0.0,2.0,1760
2022-05-09,0,5500,800,2 out of 3,2,Barrackpore,4,2,1,1,2,2.0,3.0,239
2022-05-14,0,7000,500,Ground out of 2,2,Ranikuthi Telephone Exchange,4,1,1,2,0,0.0,2.0,1662
2022-05-26,0,5000,400,3 out of 5,1,Hooghly-Chinsurah,4,2,0,1,2,3.0,5.0,744
2022-07-03,0,5000,450,1 out of 1,1,"Bansdroni Mauza, Krishnanagar",4,2,1,1,2,1.0,1.0,232
2022-05-13,1,6500,550,Ground out of 1,2,Kaikhali,4,2,1,1,0,0.0,1.0,900
2022-05-30,1,8000,600,1 out of 2,1,700051,4,2,1,1,2,1.0,2.0,13
2022-06-26,0,5500,200,1 out of 3,2,Jodhpur Park,4,2,1,1,2,1.0,3.0,858
2022-05-10,1,6000,500,1 out of 2,1,Purba Sinthi Area,4,1,1,1,2,1.0,2.0,1578
2022-06-19,0,5500,450,Ground out of 3,1,Kadam Tala,4,2,0,1,2,0.0,3.0,894
2022-05-14,1,10000,1050,Ground out of 1,2,Baidyabati,4,2,1,2,2,0.0,1.0,199
2022-04-26,2,10000,1000,2 out of 5,1,Bansdroni,4,2,0,2,2,2.0,5.0,231
2022-06-01,1,10000,1200,Ground out of 3,2,Sodepur,4,1,1,2,2,0.0,3.0,1884
2022-07-02,2,12000,1100,1 out of 1,2,Jagacha,4,1,2,2,2,1.0,1.0,821
2022-06-05,0,5200,220,Ground out of 2,2,New Town,4,2,1,1,2,0.0,2.0,1400
2022-06-20,0,4000,350,1 out of 1,2,Behala,4,2,1,1,2,1.0,1.0,260
2022-04-26,2,30000,1100,Ground out of 3,1,FC Block,4,2,0,1,2,0.0,3.0,572
2022-05-17,1,5146,800,Ground out of 2,2,Sodepur,4,2,1,1,2,0.0,2.0,1884
2022-06-01,1,12000,950,Ground out of 2,2,"Satgachi, South Dum Dum",4,2,1,1,2,0.0,2.0,1797
2022-06-24,2,7000,1200,Ground out of 3,2,Hooghly-Chinsurah,4,2,1,1,2,0.0,3.0,744
2022-05-15,1,8500,700,Ground out of 2,2,Behala,4,1,1,1,2,0.0,2.0,260
2022-06-24,0,7000,500,1 out of 3,2,"AH Block, Salt Lake",4,2,1,1,2,1.0,3.0,19
2022-06-23,1,9500,570,Ground out of 3,2,"Dhakuria -South East, Dhakuria",4,2,1,1,2,0.0,3.0,484
2022-04-30,1,8000,650,2 out of 3,2,Baghajatin,4,2,1,1,2,2.0,3.0,196
2022-05-22,2,15000,1200,1 out of 2,2,Tollygunge,4,2,1,3,2,1.0,2.0,2009
2022-06-08,4,22500,960,Ground out of 1,2,Kasba,4,2,1,2,2,0.0,1.0,964
2022-05-12,1,12500,1250,1 out of 2,2,Rajarhat,4,1,1,2,2,1.0,2.0,1631
2022-05-30,2,34000,120,2 out of 5,2,CA 150 sector 1 saltlake,4,0,1,2,2,2.0,5.0,349
2022-05-28,2,14000,950,1 out of 2,1,Kaikhali,4,1,1,2,2,1.0,2.0,900
2022-06-03,0,9500,600,1 out of 2,1,Salt Lake City Sector 5,4,2,1,1,0,1.0,2.0,1762
2022-05-10,1,7000,750,2 out of 2,2,Baughati,4,2,1,1,2,2.0,2.0,251
2022-06-13,2,20000,1200,3 out of 3,2,Bansdroni,4,2,1,2,2,3.0,3.0,231
2022-07-03,0,6500,400,Ground out of 2,1,Salt Lake City Sector 5,4,1,1,1,0,0.0,2.0,1762
2022-04-29,0,7500,600,Ground out of 2,1,Garfa,4,0,1,1,2,0.0,2.0,610
2022-05-10,1,6500,700,Ground out of 2,2,Dum Dum,4,2,1,1,2,0.0,2.0,522
2022-06-14,1,9500,850,Ground out of 3,2,Baguiati,4,1,1,1,2,0.0,3.0,197
2022-05-12,0,1800,500,Ground out of 1,2,Shyam Bazar,4,1,1,1,2,0.0,1.0,1855
2022-06-25,1,7500,650,Ground out of 2,1,Baghajatin,4,2,1,1,2,0.0,2.0,196
2022-06-17,1,10000,800,Ground out of 3,2,Bansdroni,4,1,1,2,2,0.0,3.0,231
2022-06-17,2,15000,830,3 out of 4,2,Dum Dum,4,2,1,2,2,3.0,4.0,522
2022-07-06,1,7000,600,Ground out of 2,2,Keshtopur,4,2,0,1,0,0.0,2.0,991
2022-04-27,1,6000,800,1 out of 2,2,"Chandannagar, Hooghly-Chinsurah",4,2,1,1,2,1.0,2.0,377
2022-06-02,1,14000,1200,Ground out of 1,2,"Sakuntala Park, Behala",4,1,2,2,2,0.0,1.0,1756
2022-06-03,1,22000,1000,Ground out of 2,2,Jheel Road,4,0,1,2,2,0.0,2.0,854
2022-06-29,1,18000,750,Ground out of 2,1,Salt Lake City Sector 1,4,2,1,2,0,0.0,2.0,1759
2022-06-26,1,10000,800,Ground out of 3,1,Garia,4,2,0,2,2,0.0,3.0,611
2022-06-10,1,6000,1200,Ground out of 3,2,Madhyam Gram,4,2,1,2,2,0.0,3.0,1150
2022-05-11,1,10000,750,4 out of 4,1,"Kumarpara, Narendrapur",4,2,1,1,2,4.0,4.0,1059
2022-06-10,2,10000,1500,11 out of 19,2,Santoshpur,4,1,1,2,2,11.0,19.0,1780
2022-05-08,0,5000,300,1 out of 3,2,"Noapara, Addarsha Pally",4,2,1,1,2,1.0,3.0,1415
2022-05-17,2,10000,800,Ground out of 2,1,"Arobindo Pally, Paschim Putiary",4,2,0,1,2,0.0,2.0,140
2022-06-10,1,7000,450,Ground out of 2,2,Dum Dum,4,2,1,2,2,0.0,2.0,522
2022-06-24,3,10000,1200,5 out of 10,2,Naihati,4,0,1,2,2,5.0,10.0,1330
2022-06-10,1,6000,500,11 out of 14,2,Howrah,4,1,1,2,2,11.0,14.0,755
2022-06-26,1,18000,900,Ground out of 1,1,Garia,4,1,1,2,2,0.0,1.0,611
2022-06-30,1,8000,460,Ground out of 2,1,Majarhati,4,2,0,1,2,0.0,2.0,1179
2022-06-22,1,8000,530,2 out of 3,2,Baghajatin,4,1,2,1,2,2.0,3.0,196
2022-06-15,1,13000,650,Ground out of 4,1,Lake Gardens,4,1,1,2,2,0.0,4.0,1084
2022-05-08,1,20000,700,Ground out of 1,1,Salt Lake City Sector 2,4,1,0,2,2,0.0,1.0,1760
2022-06-17,1,6000,400,2 out of 3,2,"Baishnabghata Patuli Township, Patuli",4,2,1,1,2,2.0,3.0,200
2022-06-27,1,12000,1000,Ground out of 2,2,"Picnic Garden, Tiljala",4,2,1,2,2,0.0,2.0,1529
2022-06-04,0,10000,400,Ground out of 2,1,"New Garia, Garia",4,1,0,1,2,0.0,2.0,1390
2022-05-10,1,14000,700,Ground out of 3,1,Santoshpur,4,2,0,2,2,0.0,3.0,1780
2022-07-03,1,10000,850,1 out of 4,1,Baranagar,4,1,0,2,2,1.0,4.0,236
2022-06-21,1,10500,558,3 out of 3,1,Tollygunge,4,2,1,2,0,3.0,3.0,2009
2022-06-08,1,6000,800,3 out of 4,2,Thakurpukur,4,2,1,1,2,3.0,4.0,1975
2022-06-10,1,12000,900,1 out of 2,1,"Bansdroni Mauza, Krishnanagar",4,2,1,2,2,1.0,2.0,232
2022-06-27,2,14000,1600,1 out of 3,2,Ramrajatala,4,0,1,2,2,1.0,3.0,1658
2022-06-14,0,3700,150,1 out of 5,1,Lake Gardens,4,2,0,1,2,1.0,5.0,1084
2022-06-06,2,40000,1600,Ground out of 3,1,Salt Lake City Sector 2,4,2,0,2,0,0.0,3.0,1760
2022-05-20,2,25000,1000,2 out of 4,2,Rash Behari Avenue Connector,4,2,1,1,2,2.0,4.0,1664
2022-06-20,0,2200,700,1 out of 3,2,Baranagar,4,2,1,1,2,1.0,3.0,236
2022-04-28,0,3300,175,Ground out of 2,2,New Town,4,2,1,1,2,0.0,2.0,1400
2022-05-12,0,5000,450,Ground out of 1,2,"Siriti, Tollygunge",4,1,1,1,2,0.0,1.0,1875
2022-06-02,2,60000,1700,1 out of 3,1,Salt Lake City,4,1,0,3,0,1.0,3.0,1758
2022-06-09,1,6000,425,2 out of 3,1,Nimta,4,2,1,1,2,2.0,3.0,1406
2022-05-17,2,7000,900,1 out of 2,2,"Michael Nagar, New Barrakpur",4,1,1,3,2,1.0,2.0,1260
2022-05-28,0,5000,400,4 out of 4,1,Keshtopur,4,2,1,1,0,4.0,4.0,991
2022-07-03,1,11000,600,Ground out of 2,2,Beliaghata,4,2,1,1,0,0.0,2.0,266
2022-06-28,1,10000,721,3 out of 4,2,Belgharia Nimta,4,0,1,2,2,3.0,4.0,264
